event_token,event_span,doc_id,source_MATRES,source_TBD,source_OneIE,type,has_relations_TBD,events_AFTER_TBD,has_relations_MATRES,events_AFTER_MATRES
establishing,[3162:3174),30214215,1,0,0,--,0,[],1,"['[2853:2861)', '[2954:2961)', '[3482:3491)', '[3586:3593)']"
evolved,[3256:3263),30214215,1,0,0,--,0,[],1,"['[2853:2861)', '[2954:2961)', '[3482:3491)', '[3586:3593)', '[3602:3609)']"
had,[3343:3346),30214215,1,1,0,--,1,"['[3308:3314)', '[3315:3322)']",1,"['[2853:2861)', '[2954:2961)', '[3162:3174)', '[3256:3263)', '[3482:3491)', '[3586:3593)']"
estimated,[3482:3491),30214215,1,1,0,--,0,[],0,[]
displaced,[3521:3530),30214215,1,1,1,Movement:Transport,1,"['[3308:3314)', '[3315:3322)', '[3334:3342)', '[3932:3938)']",1,"['[2853:2861)', '[2954:2961)', '[3162:3174)', '[3256:3263)', '[3343:3346)', '[3785:3793)', '[3858:3868)']"
thought,[3586:3593),30214215,1,1,0,--,1,['[3932:3938)'],0,[]
claimed,[3602:3609),30214215,1,1,1,Life:Die,1,"['[3785:3793)', '[3932:3938)', '[3965:3974)']",0,[]
reported,[3785:3793),30214215,1,1,0,--,1,['[3932:3938)'],1,"['[3482:3491)', '[3586:3593)', '[3602:3609)', '[3932:3938)']"
stimulated,[3858:3868),30214215,1,1,0,--,1,['[3965:3974)'],1,"['[3482:3491)', '[3586:3593)', '[3602:3609)', '[3785:3793)', '[3979:3988)', '[4493:4501)']"
secede,[3932:3938),30214215,1,1,1,Justice:Extradite,0,[],0,[]
supported,[3979:3988),30214215,1,0,0,--,0,[],1,"['[3482:3491)', '[3586:3593)', '[3785:3793)', '[3932:3938)', '[4294:4300)', '[4493:4501)']"
shared,[4055:4061),30214215,1,1,0,--,1,"['[3932:3938)', '[4505:4511)']",1,"['[3482:3491)', '[3586:3593)', '[3602:3609)', '[3785:3793)', '[3858:3868)', '[3932:3938)', '[4294:4300)', '[4493:4501)']"
backed,[4294:4300),30214215,1,0,0,--,0,[],1,"['[4703:4710)', '[5124:5133)']"
promised,[4493:4501),30214215,1,0,0,--,0,[],1,"['[4703:4710)', '[4785:4795)', '[5124:5133)']"
granted,[4703:4710),30214215,1,1,0,--,1,"['[4505:4511)', '[5240:5246)']",1,"['[4985:4992)', '[5000:5006)', '[5124:5133)', '[5189:5196)', '[5240:5246)', '[5356:5363)']"
guaranteed,[4785:4795),30214215,1,0,0,--,0,[],1,"['[4985:4992)', '[5124:5133)', '[5189:5196)', '[5240:5246)']"
held,[4960:4964),30214215,1,0,0,--,0,[],1,"['[4493:4501)', '[4703:4710)', '[4785:4795)', '[5356:5363)']"
allowed,[4985:4992),30214215,1,0,0,--,0,[],1,['[5356:5363)']
access,[5000:5006),30214215,1,0,0,--,0,[],0,[]
suggested,[5124:5133),30214215,1,1,0,--,0,[],0,[]
allowed,[5189:5196),30214215,1,0,0,--,0,[],1,"['[5356:5363)', '[5494:5498)']"
spread,[5240:5246),30214215,1,1,0,--,0,[],0,[]
allowed,[5356:5363),30214215,1,0,0,--,0,[],1,"['[5124:5133)', '[5240:5246)']"
cast,[5494:5498),30214215,1,0,0,--,0,[],1,"['[5124:5133)', '[5240:5246)']"
relied,[5873:5879),30214215,1,0,0,--,0,[],1,"['[5124:5133)', '[6152:6156)', '[6363:6371)']"
redrawing,[6028:6037),30214215,1,0,0,--,0,[],1,['[6363:6371)']
cast,[6152:6156),30214215,1,1,0,--,0,[],1,['[6363:6371)']
formed,[6258:6264),30214215,1,1,0,--,1,['[6363:6371)'],1,"['[5873:5879)', '[6363:6371)', '[6443:6454)', '[6491:6499)', '[6663:6669)', '[6773:6779)']"
held,[6339:6343),30214215,1,1,0,--,1,['[6152:6156)'],1,"['[5873:5879)', '[6152:6156)', '[6258:6264)', '[6663:6669)', '[6773:6779)', '[6908:6913)']"
observed,[6363:6371),30214215,1,1,0,--,0,[],0,[]
contributed,[6443:6454),30214215,1,1,0,--,1,['[6152:6156)'],1,"['[6152:6156)', '[6663:6669)', '[6773:6779)', '[6908:6913)']"
entering,[6491:6499),30214215,1,0,0,--,0,[],0,[]
placed,[6663:6669),30214215,1,0,0,--,0,[],1,['[6363:6371)']
stated,[6773:6779),30214215,1,1,0,--,0,[],0,[]
employed,[6808:6816),30214215,1,0,1,Personnel:Start-Position,0,[],1,"['[6363:6371)', '[6443:6454)', '[6908:6913)', '[7015:7021)', '[7490:7495)']"
meant,[6908:6913),30214215,1,0,0,--,0,[],1,"['[6773:6779)', '[7490:7495)']"
listed,[7015:7021),30214215,1,1,0,--,1,['[6773:6779)'],1,"['[6363:6371)', '[6663:6669)', '[6773:6779)', '[7490:7495)']"
acted,[7391:7396),30214215,1,0,0,--,0,[],1,"['[7490:7495)', '[7511:7519)']"
ignored,[7434:7441),30214215,1,0,0,--,0,[],1,['[7490:7495)']
cited,[7490:7495),30214215,1,0,0,--,0,[],0,[]
creating,[7511:7519),30214215,1,0,0,--,0,[],0,[]
forbidden,[8025:8034),30214215,1,1,0,--,1,['[8130:8138)'],1,"['[7490:7495)', '[8211:8222)']"
founded,[8172:8179),30214215,1,1,1,Business:Start-Org,1,['[8241:8246)'],1,"['[7490:7495)', '[8211:8222)', '[8599:8609)', '[8796:8801)']"
facilitated,[8211:8222),30214215,1,0,0,--,0,[],0,[]
formed,[8345:8351),30214215,1,1,0,--,1,['[8130:8138)'],1,"['[7490:7495)', '[8025:8034)', '[8172:8179)', '[8599:8609)', '[8637:8644)', '[8796:8801)']"
undermined,[8599:8609),30214215,1,0,0,--,0,[],0,[]
popular,[8637:8644),30214215,1,0,0,--,0,[],1,['[9044:9053)']
aided,[8796:8801),30214215,1,1,0,--,0,[],1,"['[9044:9053)', '[9229:9236)']"
resettled,[9044:9053),30214215,1,1,1,Movement:Transport,1,"['[8796:8801)', '[9302:9311)']",1,"['[9229:9236)', '[9302:9311)']"
settled,[9229:9236),30214215,1,0,0,--,0,[],0,[]
estimated,[9302:9311),30214215,1,1,0,--,0,[],0,[]
settled,[9353:9360),30214215,1,1,0,--,0,[],1,"['[9688:9699)', '[9859:9864)', '[9941:9946)']"
increased,[9450:9459),30214215,1,1,0,--,1,"['[9302:9311)', '[9353:9360)']",1,"['[9229:9236)', '[9302:9311)', '[9353:9360)', '[9688:9699)', '[9859:9864)', '[9941:9946)']"
targeted,[9555:9563),30214215,1,1,1,Conflict:Attack,1,['[9302:9311)'],1,"['[9229:9236)', '[9302:9311)', '[9688:9699)', '[9859:9864)', '[9941:9946)', '[10040:10052)']"
contributed,[9688:9699),30214215,1,0,0,--,0,[],1,"['[9302:9311)', '[10301:10306)']"
selected,[9829:9837),30214215,1,1,1,Personnel:Start-Position,0,[],1,"['[9302:9311)', '[10301:10306)']"
began,[9859:9864),30214215,1,0,0,--,0,[],1,"['[9302:9311)', '[10268:10277)', '[10301:10306)']"
cited,[9941:9946),30214215,1,1,0,--,0,[],1,['[10301:10306)']
contributing,[10040:10052),30214215,1,1,0,--,0,[],1,['[10301:10306)']
described,[10268:10277),30214215,1,1,0,--,1,['[10016:10028)'],1,"['[9941:9946)', '[10040:10052)']"
cited,[10301:10306),30214215,1,0,0,--,0,[],0,[]
established,[10638:10649),30214215,1,1,0,--,1,['[11098:11102)'],1,"['[9941:9946)', '[10268:10277)', '[10301:10306)', '[10837:10844)', '[10976:10982)', '[11231:11236)']"
moved,[10699:10704),30214215,1,1,1,Movement:Transport,1,"['[10480:10488)', '[10514:10520)', '[10837:10844)', '[10848:10852)', '[10857:10866)', '[10957:10963)', '[10976:10982)', '[11006:11015)', '[11054:11066)', '[11098:11102)']",1,"['[9941:9946)', '[10040:10052)', '[10268:10277)', '[10301:10306)', '[10837:10844)', '[10897:10904)', '[10976:10982)', '[11231:11236)']"
shifted,[10837:10844),30214215,1,1,0,--,1,['[10788:10796)'],1,"['[10301:10306)', '[11231:11236)', '[11392:11400)']"
claimed,[10897:10904),30214215,1,1,0,--,1,['[10788:10796)'],1,"['[10301:10306)', '[11231:11236)']"
became,[10976:10982),30214215,1,1,0,--,0,[],1,"['[11231:11236)', '[11392:11400)']"
aired,[11231:11236),30214215,1,0,0,--,0,[],0,[]
acquired,[11392:11400),30214215,1,1,0,--,1,['[11098:11102)'],1,"['[11231:11236)', '[11752:11760)']"
received,[11752:11760),30214215,1,1,0,--,1,['[12061:12067)'],1,"['[11231:11236)', '[12029:12035)', '[12134:12146)']"
supported,[11860:11869),30214215,1,1,0,--,1,['[12061:12067)'],1,"['[12029:12035)', '[12134:12146)']"
agreed,[12029:12035),30214215,1,1,0,--,1,['[12299:12304)'],1,['[12347:12353)']
incorporated,[12134:12146),30214215,1,0,0,--,0,[],1,['[12347:12353)']
viewed,[12347:12353),30214215,1,0,0,--,0,[],0,[]
coincided,[12471:12480),30214215,1,0,0,--,0,[],1,"['[12347:12353)', '[12798:12806)']"
operated,[12639:12647),30214215,1,1,0,--,1,"['[12503:12515)', '[12832:12838)']",1,"['[12347:12353)', '[12741:12752)', '[12798:12806)', '[12954:12959)']"
possessed,[12692:12701),30214215,1,0,0,--,0,[],1,['[12954:12959)']
identifying,[12741:12752),30214215,1,0,0,--,0,[],1,"['[12347:12353)', '[12954:12959)', '[13071:13074)', '[13435:13443)']"
prepared,[12798:12806),30214215,1,1,0,--,1,['[13084:13090)'],1,"['[12347:12353)', '[12954:12959)', '[13071:13074)', '[13397:13405)', '[13435:13443)', '[13667:13676)']"
cites,[12954:12959),30214215,1,0,0,--,0,[],0,[]
saw,[13071:13074),30214215,1,1,0,--,1,['[13240:13248)'],1,"['[13397:13405)', '[13435:13443)', '[13667:13676)']"
destroyed,[13204:13213),30214215,1,1,1,Conflict:Attack,1,"['[13240:13248)', '[13283:13291)', '[13397:13405)', '[13435:13443)', '[13535:13544)', '[13614:13625)']",1,"['[13397:13405)', '[13435:13443)', '[13595:13604)', '[13667:13676)']"
returned,[13397:13405),30214215,1,1,1,Movement:Transport,0,[],1,"['[12954:12959)', '[13667:13676)']"
asserted,[13435:13443),30214215,1,1,0,--,0,[],1,['[13667:13676)']
returning,[13595:13604),30214215,1,0,1,Movement:Transport,0,[],1,['[13667:13676)']
indicated,[13667:13676),30214215,1,1,0,--,0,[],0,[]
committed,[14039:14048),30214215,1,1,0,--,1,"['[13667:13676)', '[14203:14207)']",1,"['[13667:13676)', '[14354:14359)', '[14526:14536)']"
charged,[14093:14100),30214215,1,1,1,Justice:Charge-Indict,0,[],0,[]
killed,[14273:14279),30214215,1,1,1,Life:Die,1,"['[14093:14100)', '[14423:14431)', '[14526:14536)', '[14643:14652)', '[14779:14785)']",1,"['[13667:13676)', '[14093:14100)', '[14476:14483)', '[14526:14536)', '[14709:14716)', '[14779:14785)', '[14799:14806)']"
began,[14354:14359),30214215,1,1,0,--,1,['[14526:14536)'],1,"['[14476:14483)', '[14526:14536)', '[14596:14603)', '[14643:14652)', '[14709:14716)', '[14779:14785)', '[14799:14806)']"
claimed,[14476:14483),30214215,1,1,0,--,1,"['[14596:14603)', '[14643:14652)', '[14663:14667)', '[14721:14733)', '[14779:14785)', '[14799:14806)']",1,"['[14709:14716)', '[14779:14785)', '[14799:14806)']"
discovered,[14526:14536),30214215,1,1,0,--,0,[],1,"['[14779:14785)', '[14799:14806)']"
injured,[14596:14603),30214215,1,1,1,Life:Injure,1,"['[14779:14785)', '[14799:14806)']",1,"['[14526:14536)', '[14779:14785)', '[14799:14806)']"
destroyed,[14643:14652),30214215,1,1,1,Conflict:Attack,1,"['[14526:14536)', '[14779:14785)', '[14799:14806)']",1,"['[14476:14483)', '[14526:14536)', '[14779:14785)', '[14799:14806)', '[15047:15055)', '[15296:15302)', '[15330:15335)']"
forcing,[14709:14716),30214215,1,1,0,--,1,"['[14779:14785)', '[14799:14806)']",1,"['[14779:14785)', '[14799:14806)', '[15047:15055)']"
closed,[14779:14785),30214215,1,1,0,--,0,[],1,"['[15047:15055)', '[15296:15302)', '[15330:15335)']"
applied,[14799:14806),30214215,1,1,0,--,0,[],1,['[15047:15055)']
recorded,[15047:15055),30214215,1,1,0,--,0,[],1,"['[15296:15302)', '[15330:15335)']"
sparked,[15092:15099),30214215,1,1,0,--,1,"['[15296:15302)', '[15330:15335)']",1,"['[14476:14483)', '[14526:14536)', '[14709:14716)', '[14779:14785)', '[14799:14806)', '[15296:15302)', '[15330:15335)', '[15373:15381)', '[15386:15393)', '[15561:15567)']"
agreed,[15296:15302),30214215,1,1,0,--,0,[],0,[]
state,[15330:15335),30214215,1,1,0,--,0,[],0,[]
gathered,[15373:15381),30214215,1,0,0,--,0,[],1,"['[15047:15055)', '[15561:15567)', '[15634:15639)', '[15786:15791)', '[15872:15879)']"
marched,[15386:15393),30214215,1,1,1,Conflict:Demonstrate,1,"['[15692:15699)', '[15872:15879)']",1,"['[15047:15055)', '[15786:15791)']"
torched,[15476:15483),30214215,1,1,1,Conflict:Attack,1,"['[15692:15699)', '[15872:15879)']",1,"['[15047:15055)', '[15561:15567)', '[15786:15791)']"
driven,[15561:15567),30214215,1,0,0,--,0,[],1,"['[15047:15055)', '[15296:15302)', '[15330:15335)', '[15386:15393)', '[15786:15791)', '[15872:15879)', '[15938:15946)', '[16075:16083)', '[16176:16183)']"
torched,[15622:15629),30214215,1,1,1,Conflict:Attack,1,"['[15296:15302)', '[15330:15335)', '[15786:15791)', '[15872:15879)', '[15910:15923)', '[15938:15946)', '[16018:16025)', '[16142:16148)']",1,"['[15047:15055)', '[15296:15302)', '[15330:15335)', '[15386:15393)', '[15786:15791)', '[15872:15879)', '[15938:15946)']"
faced,[15634:15639),30214215,1,1,0,--,1,"['[15786:15791)', '[15872:15879)']",1,"['[15296:15302)', '[15330:15335)', '[15786:15791)', '[15938:15946)']"
burnt,[15786:15791),30214215,1,1,0,--,1,['[16142:16148)'],1,"['[15296:15302)', '[15330:15335)', '[15938:15946)', '[16075:16083)', '[16176:16183)', '[16349:16356)', '[16521:16526)']"
torched,[15872:15879),30214215,1,1,1,Conflict:Attack,1,"['[15910:15923)', '[15938:15946)', '[16018:16025)', '[16111:16117)', '[16128:16137)', '[16142:16148)']",1,"['[15296:15302)', '[15330:15335)', '[15938:15946)', '[16075:16083)', '[16176:16183)', '[16349:16356)']"
observed,[15938:15946),30214215,1,1,0,--,0,[],0,[]
directed,[15969:15977),30214215,1,1,0,--,1,"['[16018:16025)', '[16111:16117)', '[16128:16137)', '[16142:16148)']",1,"['[15296:15302)', '[15330:15335)', '[15786:15791)', '[15872:15879)', '[16075:16083)', '[16176:16183)', '[16349:16356)', '[16521:16526)', '[16605:16612)']"
gathered,[16075:16083),30214215,1,1,0,--,1,['[16643:16649)'],1,"['[15938:15946)', '[16349:16356)', '[16365:16372)', '[16521:16526)', '[16605:16612)', '[16906:16914)']"
blocked,[16176:16183),30214215,1,1,0,--,1,"['[16349:16356)', '[16643:16649)']",1,"['[15938:15946)', '[16349:16356)', '[16365:16372)', '[16521:16526)', '[16605:16612)', '[16906:16914)']"
alleged,[16349:16356),30214215,1,1,0,--,1,['[16643:16649)'],1,['[16605:16612)']
arrived,[16365:16372),30214215,1,1,1,Movement:Transport,1,"['[16605:16612)', '[16643:16649)', '[16826:16833)']",1,"['[16605:16612)', '[16906:16914)']"
seen,[16429:16433),30214215,1,1,0,--,1,"['[16605:16612)', '[16643:16649)', '[16826:16833)']",1,"['[16176:16183)', '[16605:16612)', '[16718:16724)', '[16906:16914)', '[17214:17220)']"
damaging,[16434:16442),30214215,1,1,1,Conflict:Attack,1,"['[16605:16612)', '[16643:16649)', '[16826:16833)']",1,"['[16605:16612)', '[16906:16914)']"
claim,[16521:16526),30214215,1,1,0,--,1,['[16643:16649)'],1,"['[16605:16612)', '[16906:16914)']"
fended,[16532:16538),30214215,1,1,0,--,1,"['[16605:16612)', '[16643:16649)', '[16826:16833)']",1,['[16906:16914)']
assured,[16605:16612),30214215,1,1,0,--,1,['[16826:16833)'],1,['[16906:16914)']
fought,[16718:16724),30214215,1,1,1,Conflict:Attack,1,['[16643:16649)'],1,"['[16349:16356)', '[16521:16526)', '[16605:16612)', '[16906:16914)', '[16954:16965)', '[17214:17220)']"
observed,[16804:16812),30214215,1,0,0,--,0,[],1,"['[16349:16356)', '[16521:16526)', '[16605:16612)', '[16906:16914)', '[17214:17220)']"
gathering,[16813:16822),30214215,1,0,0,--,0,[],1,"['[16521:16526)', '[16605:16612)']"
describe,[16906:16914),30214215,1,0,0,--,0,[],1,['[17214:17220)']
identifying,[16954:16965),30214215,1,0,0,--,0,[],1,"['[16521:16526)', '[16605:16612)', '[16804:16812)', '[17214:17220)', '[17291:17298)']"
instructed,[17105:17115),30214215,1,1,0,--,1,"['[17214:17220)', '[17291:17298)', '[17334:17342)', '[17347:17354)']",1,"['[16521:16526)', '[16605:16612)', '[16804:16812)', '[17214:17220)', '[17291:17298)', '[17605:17612)']"
report,[17214:17220),30214215,1,1,0,--,0,[],0,[]
entered,[17291:17298),30214215,1,1,1,Movement:Transport,0,[],1,"['[16906:16914)', '[17605:17612)']"
indiscriminate,[17500:17514),30214215,1,0,0,--,0,[],1,"['[16906:16914)', '[17214:17220)']"
alleged,[17605:17612),30214215,1,0,0,--,0,[],0,[]
attacked,[17621:17629),30214215,1,0,1,Conflict:Attack,0,[],1,"['[16906:16914)', '[17214:17220)', '[17947:17955)', '[18020:18024)', '[18057:18069)']"
injuring,[17693:17701),30214215,1,0,1,Life:Injure,0,[],1,"['[17214:17220)', '[18020:18024)', '[18057:18069)']"
identified,[17725:17735),30214215,1,0,0,--,0,[],1,"['[17214:17220)', '[18057:18069)']"
attacked,[17769:17777),30214215,1,1,1,Conflict:Attack,1,"['[17935:17946)', '[17978:17990)']",1,"['[17214:17220)', '[17947:17955)', '[18020:18024)', '[18057:18069)']"
claimed,[17867:17874),30214215,1,0,0,--,0,[],1,['[18057:18069)']
caused,[17883:17889),30214215,1,1,0,--,1,"['[17935:17946)', '[17978:17990)']",1,"['[18020:18024)', '[18057:18069)']"
heralded,[17947:17955),30214215,1,0,0,--,0,[],1,['[17867:17874)']
took,[18020:18024),30214215,1,1,0,--,0,[],1,"['[17605:17612)', '[17867:17874)', '[18193:18199)', '[18358:18364)', '[18369:18378)', '[18436:18442)']"
contributing,[18057:18069),30214215,1,1,0,--,0,[],0,[]
fled,[18098:18102),30214215,1,1,1,Movement:Transport,1,"['[18193:18199)', '[18369:18378)', '[18436:18442)']",1,"['[17867:17874)', '[18193:18199)', '[18358:18364)', '[18369:18378)', '[18436:18442)']"
burned,[18193:18199),30214215,1,1,1,Conflict:Attack,0,[],1,"['[17605:17612)', '[17867:17874)', '[18057:18069)', '[18436:18442)', '[18725:18730)', '[18881:18885)']"
looted,[18358:18364),30214215,1,1,0,--,1,"['[18436:18442)', '[18468:18475)', '[18725:18730)']",1,"['[18057:18069)', '[18436:18442)', '[18725:18730)', '[18881:18885)']"
destroyed,[18369:18378),30214215,1,1,1,Conflict:Attack,1,"['[18436:18442)', '[18468:18475)', '[18725:18730)']",1,"['[18436:18442)', '[18661:18667)', '[18725:18730)', '[18794:18801)', '[18881:18885)']"
burned,[18436:18442),30214215,1,1,1,Conflict:Attack,1,['[18725:18730)'],1,"['[18661:18667)', '[18685:18691)', '[18725:18730)', '[18794:18801)', '[18881:18885)']"
reported,[18610:18618),30214215,1,0,0,--,0,[],1,['[18881:18885)']
killed,[18619:18625),30214215,1,1,1,Life:Die,1,"['[18881:18885)', '[19080:19088)', '[19149:19154)']",1,"['[18369:18378)', '[18436:18442)', '[18881:18885)', '[19080:19088)']"
struck,[18661:18667),30214215,1,1,1,Conflict:Attack,1,"['[18881:18885)', '[18957:18967)', '[18972:18982)', '[19080:19088)', '[19149:19154)']",1,"['[18881:18885)', '[19080:19088)']"
placed,[18685:18691),30214215,1,1,0,--,1,"['[18881:18885)', '[18957:18967)', '[18972:18982)', '[19080:19088)', '[19149:19154)']",1,"['[18881:18885)', '[19080:19088)']"
found,[18725:18730),30214215,1,1,0,--,1,['[19080:19088)'],1,"['[18881:18885)', '[19080:19088)']"
trapped,[18794:18801),30214215,1,1,0,--,1,"['[18881:18885)', '[19080:19088)', '[19149:19154)']",1,"['[18881:18885)', '[19080:19088)']"
told,[18881:18885),30214215,1,1,0,--,1,['[19149:19154)'],1,"['[19176:19183)', '[19516:19522)']"
desecrated,[18957:18967),30214215,1,1,0,--,1,['[19149:19154)'],1,['[18725:18730)']
massacred,[19004:19013),30214215,1,1,1,Conflict:Attack,1,"['[19149:19154)', '[19176:19183)', '[19317:19326)', '[19394:19398)']",1,"['[18725:18730)', '[19176:19183)', '[19516:19522)']"
arrested,[19080:19088),30214215,1,1,1,Justice:Arrest-Jail,1,['[19149:19154)'],1,['[19516:19522)']
passing,[19176:19183),30214215,1,1,1,Movement:Transport,0,[],0,[]
claimed,[19254:19261),30214215,1,1,1,Life:Die,1,"['[19394:19398)', '[19595:19603)']",1,"['[18881:18885)', '[19080:19088)', '[19394:19398)', '[19516:19522)']"
destroyed,[19317:19326),30214215,1,1,1,Conflict:Attack,1,"['[19394:19398)', '[19595:19603)']",1,"['[19394:19398)', '[19516:19522)']"
had,[19387:19390),30214215,1,1,0,--,1,"['[19516:19522)', '[19595:19603)']",1,"['[18881:18885)', '[19080:19088)', '[19254:19261)', '[19317:19326)', '[19516:19522)', '[19771:19774)']"
pass,[19394:19398),30214215,1,1,1,Movement:Transport,1,['[19595:19603)'],1,['[19516:19522)']
launched,[19478:19486),30214215,1,1,0,--,1,"['[19516:19522)', '[19595:19603)', '[19621:19629)', '[19932:19936)']",1,"['[18881:18885)', '[19080:19088)', '[19254:19261)', '[19317:19326)', '[19516:19522)', '[19720:19726)', '[19771:19774)', '[19812:19821)', '[19860:19866)', '[19915:19924)', '[19932:19936)']"
warned,[19516:19522),30214215,1,1,0,--,0,[],1,['[19932:19936)']
gathered,[19621:19629),30214215,1,1,0,--,1,"['[19720:19726)', '[19870:19876)', '[19915:19924)', '[19932:19936)', '[19944:19952)']",1,"['[18881:18885)', '[19254:19261)', '[19317:19326)', '[19387:19390)', '[19394:19398)', '[19478:19486)', '[19720:19726)', '[19771:19774)', '[19812:19821)', '[19860:19866)', '[19915:19924)', '[19932:19936)', '[20056:20065)', '[20181:20187)']"
bombed,[19720:19726),30214215,1,1,1,Conflict:Attack,1,"['[19516:19522)', '[19595:19603)', '[19915:19924)', '[19932:19936)', '[19944:19952)']",1,"['[19394:19398)', '[19516:19522)', '[19915:19924)', '[19932:19936)', '[20056:20065)', '[20181:20187)']"
set,[19771:19774),30214215,1,1,1,Conflict:Attack,1,"['[19595:19603)', '[19915:19924)', '[19932:19936)', '[19944:19952)']",1,"['[19516:19522)', '[19915:19924)', '[19932:19936)', '[20056:20065)', '[20181:20187)']"
attacking,[19812:19821),30214215,1,1,1,Conflict:Attack,1,"['[19915:19924)', '[19932:19936)', '[19944:19952)']",1,"['[19516:19522)', '[19915:19924)', '[19932:19936)', '[20056:20065)', '[20181:20187)']"
sought,[19860:19866),30214215,1,1,0,--,1,"['[19915:19924)', '[19932:19936)', '[19944:19952)']",1,"['[19516:19522)', '[19915:19924)', '[19932:19936)', '[20056:20065)', '[20069:20076)', '[20181:20187)', '[20264:20268)', '[20344:20348)', '[20560:20570)']"
destroyed,[19915:19924),30214215,1,1,1,Conflict:Attack,0,[],1,"['[19516:19522)', '[20056:20065)', '[20181:20187)']"
died,[19932:19936),30214215,1,1,1,Life:Die,0,[],1,['[20181:20187)']
continued,[20056:20065),30214215,1,0,0,--,0,[],1,"['[19932:19936)', '[20264:20268)', '[20344:20348)', '[20512:20518)', '[20560:20570)']"
advance,[20069:20076),30214215,1,0,1,Movement:Transport,0,[],1,"['[20264:20268)', '[20344:20348)']"
warned,[20181:20187),30214215,1,0,0,--,0,[],1,"['[20344:20348)', '[20512:20518)', '[20560:20570)']"
took,[20264:20268),30214215,1,1,0,--,1,"['[20424:20430)', '[20512:20518)']",1,"['[20181:20187)', '[20424:20430)', '[20512:20518)', '[20560:20570)', '[20602:20611)', '[20711:20720)', '[20782:20788)', '[20792:20800)', '[20887:20891)', '[20981:20991)']"
